product_url,product_name,price,rating,no_of_reviews,manufacturer,ASIN,description,product description
https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1685151337&sprefix=ba%2Caps%2C283&sr=8-36,"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK) ",Rs.849,3.9 out of 5 stars,851,Safari,B09B25Z8M2,"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)","['100% Polyester, High Quality, Durable and Water Resistant Fabric', '2 compartment backpack with a padded sleeve for laptops, can hold upto 17 inch laptop/notebook', 'Front storage pocket keeps smaller items neatly organized and easy to access', 'Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects', 'Age Range Description: Adult; Closure Type: Zipper; Special Features: Lightweight']"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyODM4MjEwNTQ3NjE5NDQwOjE2ODUxNTEzMzc6c3BfYnRmOjIwMTE2ODc5MTY5OTk4OjowOjo&url=%2FRed-Lemon-Multifunctional-Waterproof-Anti-Thief%2Fdp%2FB0B12VF374%2Fref%3Dsr_1_37_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685151337%26sprefix%3Dba%252Caps%252C283%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Red Lemon BANGE Multifunctional Waterproof Anti-Thief Sling Bag with USB Charging (Blue) ,"Rs.1,899",4.3 out of 5 stars,146,Red Lemon,B0B12VF374,Red Lemon BANGE Multifunctional Waterproof Anti-Thief Sling Bag with USB Charging (Blue),"['➧ PREMIUM MATERIAL: This multifunctional sling bag is made of high quality water resistant and scratchproof polyester material. The hardware such as zippers, pullers are wear resistant, smooth, of premium quality and durable.', '➧CONVENIENT STORAGE: Graceful curved design with a professional look and pure texture. A well arranged spaced compartment with soft sleeve to carry a Tablet, iPad. Spacious enough to store office accesories, mobile, charger, headphones, pens,wallet etc. One hidden pocket at the side to fit waterbottle or folding umbrella. Back pocket to hold money, cards, wallet. Adjustable shoulder straps for better handling. Hidden cards pocket on the strap. Comfortable sturdy handle to easy carry.', '➧ ANTI- THEFT LOCK: A built-in anti theft password lock for added level of security.', '➧ USB FEATURE : External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices.', '➧ SIZE & COMFORT : Dimensions: 18cms x 10 cms x 34 cms (LxWxH). Capacity: 6 Lit Weight : 0.46 Kg. This single shoulder unisex sling bag is perfect to be carried for travel and office. Honeycomb anti sweat design for better air permeability. Ergonomics design with soft padding for maximum back support.']"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyODM4MjEwNTQ3NjE5NDQwOjE2ODUxNTEzMzc6c3BfYnRmOjIwMTEwMTgxNTEwOTk4OjowOjo&url=%2FMokobara-Backpack-Leather-Resistant-Laptop%2Fdp%2FB0B7X81X69%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685151337%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women ","Rs.7,499",4.5 out of 5 stars,51,MOKOBARA,B0B7X81X69,"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women","['CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Black, Water resistant: Yes; INDUSTRY BEST BACKPACK STORAGE: 45 x 31 x 13.5 cm Dimensions, 19L Capacity, Fits upto a 16” laptop <br>', 'FLAT OPENING TECH COMPARTMENT: 5 pockets to store your iPad, adapters and other tech accessories, Padded laptop compartment with lock strap <br>', 'MOST FEATURE RICH BACKPACK: USB Port:1, Power bank not included, Front compartment: slip pockets, pen pockets, zippered pockets, Expandable body, Hidden magnetic passport/phone pocket, Luggage sleeve, Hidden expandable water bottle/umbrella pocket <br>', 'MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI) <br>', 'Lining Description: Polyester; Style Name: Casual; Strap Type: Shoulder Strap; Pattern Name: Solid; Color Name: Crypto; Age Range Description: Adult <br>']"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTQ2Nzg5OTg2MTg2Mjg6MTY4NTE1MTUxMzpzcF9hdGZfbmV4dDoyMDE1NjE2NTk4OTI5ODo6MDo6&url=%2FSwiss-Military-Travel-Backpack-Hardshell%2Fdp%2FB0C3MH4NDY%2Fref%3Dsr_1_33_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685151513%26sprefix%3Dba%252Caps%252C283%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA9XP90DC1X0F8,"Swiss Military Hard Shell Travel Backpack UFO, Alien Series Dimond Cut ABS Hardshell upto 15.6 Inch Laptop ","Rs.3,899",,,Swiss Military,B0C3MH4NDY,"Swiss Military Hard Shell Travel Backpack UFO, Alien Series Dimond Cut ABS Hardshell upto 15.6 Inch Laptop","['Care Instructions: Wipe with Dry Cloth', 'Unique Diamond Cut ABS Hard-shell Design. Accommodates Upto 15.6"" Laptop.', 'Kissing Zip Pullers for Locking Mechanism. Separate Compartment for IPad / Notebook.', 'Velcro Flap to Prevent 180° Opening. Elasticated File / Documents Holder. 180° Opening for Packing / Unpacking Ease. Separate Mesh Zipper Pocket for Accessories.', 'Spacious Garments / Files Pocket for Overnight Travel. Miscellaneous Storage pockets for organizing ease.', 'Premium Padded Back Mesh Panel for Extra Comfort. Adjustable Shoulder Strap for Comfort Fit. Comfort Grip Carrying Handle.']"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTQ2Nzg5OTg2MTg2Mjg6MTY4NTE1MTUxMzpzcF9hdGZfbmV4dDoyMDA3Njg5ODkxODU5ODo6MDo6&url=%2FSTRABO-Womens-Lightweight-Backpacks-Stylish%2Fdp%2FB0B7FHWY4M%2Fref%3Dsr_1_34_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685151513%26sprefix%3Dba%252Caps%252C283%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,STRABO Stark Lightweight Laptop Bags Backpacks for Boys Girls Stylish Men and Women Casual 15.6 inch 32 L Travel Laptop Bag College Office School ,"Rs.1,429",4.4 out of 5 stars,35,STRABO,B0B7FHWY4M,STRABO Stark Lightweight Laptop Bags Backpacks for Boys Girls Stylish Men and Women Casual 15.6 inch 32 L Travel Laptop Bag College Office School,"['Care Instructions: Hand Wash Only', 'Made of Canvas look a like Premium Heathered PU coated Polyester Fabric With 35 Litres Capacity <br>', 'Casual Laptop Backpack with a color for everyone’s taste. Can fit all 15 inch laptops. <br>', 'Two Main compartments with a laptop sleeve , Two front compartment with an Pen-Pocket/organiser , Two side pockets with a bottle holding elastic , Padded Ergonomic Shoulder Straps and cushioned back. <br>', 'High Quality Nylon Threads and Polyester tapes , All YKK Zippers.; 1 Year warranty against all manufacturing defects. <br>', 'Style Name: Classic; Pattern Name: Solid; Age Range Description: Adult; Pocket Description: Utility Pocket <br>']"
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1685151513&sprefix=ba%2Caps%2C283&sr=8-35,"Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue ",Rs.425,4.3 out of 5 stars,"12,766",Wesley,B07K8KLB3P,"Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue","['Pattern Type : Pure Color || Closure Type : Zipper || Gender : Unisex', 'Material : Snow Yarn Polyester Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps', 'Dimensions : 12.5 * 18 Inch || Capacity : 25 Litre || Fit for 15.6 Inch Laptops/Notebooks', 'Two Side Water Bottle Pockets || One Main Compartment And A Front Pocket', 'Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry']"
https://www.amazon.in/Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1685151513&sprefix=ba%2Caps%2C283&sr=8-36,FUR JADEN Anti Theft Backpack 15.6 Inch Laptop Bag with USB Charging Port For Men Women Boys Girls ,Rs.899,4.0 out of 5 stars,"11,079",FUR JADEN,B078GLXMDY,FUR JADEN Anti Theft Backpack 15.6 Inch Laptop Bag with USB Charging Port For Men Women Boys Girls,"['KEY FEATURES - Black Colour Backpack for Men and Women for Stylish Office use as well as for Trendy College students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories.', 'Charging On the Go - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging. Note: We do not provide Power Bank with this Bag.', 'Anti Theft Design - This backpack by Fur Jaden has anti theft design where zipper of the main pocket is hidden at the back. No thief, intruder or robber can find a way to open the backpack, making this totally theft proof. There are secret pockets on the shoulder strap and on the backside of the bag allowing us to keep travel documents, boarding pass, credit cards, mobile phone, earphones etc.', 'Durable and Sturdy - Made from durable quality polymer fabric, this Fur Jaden backpack is sturdy and reliable. Flaunt this bag with style and enjoy life with this low maintenance bag which is also washable. This backpack is also suitable for school or college.', 'Warranty - 1 Year Manufacturer Warranty Against Manufacturing Defects']"
https://www.amazon.in/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_37?crid=2M096C61O4MLT&keywords=bags&qid=1685151513&sprefix=ba%2Caps%2C283&sr=8-37,ADISA Laptop Backpack 31 Ltrs ,Rs.499,4.0 out of 5 stars,"9,289",ADISA,B07G3CG9FC,ADISA Laptop Backpack 31 Ltrs,"['Adjustable Shoulder Handles / Two Bottle holders / Padded Top Handle / Reflector Logo', 'NOT INCLUDED: NO RAINCOVER, Headphone & Cable (Images only for display)', 'Laptop Size : 15.6 inches and below (Bigger than 15.6 inches not recommended)', 'Compartments: 2 with full padding; Front Easy-Access Pocket', 'Dimensions : L x W x H- 12 x 7 x 18 inches']"
https://www.amazon.in/Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9/ref=sr_1_38?crid=2M096C61O4MLT&keywords=bags&qid=1685151513&sprefix=ba%2Caps%2C283&sr=8-38,"Safari Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE) ",Rs.949,3.7 out of 5 stars,926,Safari,B09B2581S9,"Safari Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)","['100% Polyester, High Quality, Durable and Water Resistant Fabric', 'Front storage pocket keeps smaller items neatly organized and easy to access', 'Mesh pockets on both sides to accommodate your water bottle and umbrella', 'USB Charging Point to Charge On the Go - With our attached charging dock, now charing on the go is easier than before. Important Note: We do not provide Free Portable Charger with the Bag; 1-year International Warranty against manufacturing defects', 'Special Features: Lightweight; Closure Type: Zipper; Age Range Description: Adult']"
https://www.amazon.in/ADISA-Casual-Backpack-School-College/dp/B0BX3QFVSM/ref=sr_1_39?crid=2M096C61O4MLT&keywords=bags&qid=1685151513&sprefix=ba%2Caps%2C283&sr=8-39,ADISA 31 Ltrs Casual Backpack School College Bag Pack (Navy Blue) ,Rs.399,3.8 out of 5 stars,35,ADISA,B0BX3QFVSM,ADISA 31 Ltrs Casual Backpack School College Bag Pack (Navy Blue),"['Material: Water Resistant Light-Weight Polyester', 'Compartments: 2 (padded) + 1 front easy-access pocket', 'Laptop Size : 15.6 inches and below (Bigger than 15.6 inches not recommended)', 'Dimensions: LxWxH- 31 x 20 x 47 cms', 'Adjustable Padded Shoulder straps / 2 Bottle holders / Padded Top-handle / Reflector Logo']"
https://www.amazon.in/Artistix-Backpack-Anti-Theft-Charging-Resistance/dp/B082PKX18C/ref=sr_1_40?crid=2M096C61O4MLT&keywords=bags&qid=1685151513&sprefix=ba%2Caps%2C283&sr=8-40,"Artistix Talon Anti Theft Design Laptop Backpack, With USB Charging Port (46 Cm, 25L,Black) ",Rs.999,4.3 out of 5 stars,"3,286",Artistix,B082PKX18C,"Artistix Talon Anti Theft Design Laptop Backpack, With USB Charging Port (46 Cm, 25L,Black)","['Fit Type: Western', 'MATERIAL: High Density Nylon, Water Resistance. Dimension: L x W x H (46 x 30 x 14 cm). Capacity: 25 Litres. No. of compartment: 1', 'FRONT STASH POCKET for small book, documents, goggle, medicines etc. TROLLEY CASE for easy to carry. AIR MESH and PU FOAM- BACK PADDING give extreme comfort. Reflective in front for night safety.', 'USB CHARGING PORT. Extended out charging port allows you to charge your phone while you are on the move. With an attached charging dock, you may connect a portable power bank with ease. 12 Months Warranty']"
https://www.amazon.in/School-school-partition-Collage-Backpack/dp/B09NNYCQ1Q/ref=sr_1_41?crid=2M096C61O4MLT&keywords=bags&qid=1685151513&sprefix=ba%2Caps%2C283&sr=8-41,URBAN CARRIER School Bag For girls school bags for boys Class 5-10 Large 4 partition 45 L Laptop Collage Office Travel Unisex Backpack ,Rs.395,3.7 out of 5 stars,656,URBAN CARRIER,B09NNYCQ1Q,URBAN CARRIER School Bag For girls school bags for boys Class 5-10 Large 4 partition 45 L Laptop Collage Office Travel Unisex Backpack,"['Care Instructions: Hand Wash Only', 'Fit Type: Regular<br><br>', 'Fabric : Polyester, Stylish And Durable Backpack For Office School /College And Travel. Easily Accommodate A Laptop. Size: 40 Cm X 33 Cm X 25 Cm<br><br>', 'Adjustable Padded Shoulder Straps / 2 Bottle Holders / Duble stitching For Carry Havy books / Stylish look/Comfortable Shoulder starps; Padded Back Panel And Padded Shoulder Straps<br><br>', 'Suitable For : Casual Backpacks , Laptop Backpacks ,School Bags ,Office Backpacks ,College Bag ,Daypacks , Travel Backpack , Casual Bags, Backpacks , Bagpacks<br><br>', 'Color Name: Navy White; Closure Type: Zipper; Water Resistance Level: Waterproof; Age Range Description: Adult; Special Features: Laptop Compartment<br>']"
https://www.amazon.in/Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_42?crid=2M096C61O4MLT&keywords=bags&qid=1685151513&sprefix=ba%2Caps%2C283&sr=8-42,POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 Ltr Hedge Polyester - Black ,"Rs.1,399",4.1 out of 5 stars,"5,532",POLICE,B09CQ5T3LN,POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 Ltr Hedge Polyester - Black,['Backpack']
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTQ2Nzg5OTg2MTg2Mjg6MTY4NTE1MTUxMzpzcF9tdGY6MjAwNzg4ODM0MDgwOTg6OjA6Og&url=%2FMokobara-Backpack-Leather-Resistant-Laptop%2Fdp%2FB0B7X8BYQJ%2Fref%3Dsr_1_43_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685151513%26sprefix%3Dba%252Caps%252C283%26sr%3D8-43-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women ","Rs.7,499",4.5 out of 5 stars,51,MOKOBARA,B0B7X8BYQJ,"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women","['CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Blue, Water resistant: Yes', 'INDUSTRY BEST BACKPACK STORAGE: 45 x 31 x 13.5 cm Dimensions, 19L Capacity, Fits upto a 16” laptop', 'FLAT OPENING TECH COMPARTMENT: 5 pockets to store your iPad, adapters and other tech accessories, Padded laptop compartment with lock strap', 'MOST FEATURE RICH BACKPACK: USB Port:1, Power bank not included, Front compartment: slip pockets, pen pockets, zippered pockets, Expandable body, Hidden magnetic passport/phone pocket, Luggage sleeve, Hidden expandable water bottle/umbrella pocket', 'MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI)']"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTQ2Nzg5OTg2MTg2Mjg6MTY4NTE1MTUxMzpzcF9tdGY6MjAxNDU5OTU3NjIxOTg6OjA6Og&url=%2FHalf-Moon-Curiosity-Backpack-Resistant%2Fdp%2FB09S3ZK3N1%2Fref%3Dsr_1_44_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685151513%26sprefix%3Dba%252Caps%252C283%26sr%3D8-44-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"Half Moon Curiosity 35L Water Resistant 15.6"" Laptop Bag for Men/Backpack for Men, Black | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Slim Durable Backpack ",Rs.749,3.8 out of 5 stars,177,Half Moon,B09S3ZK3N1,"Half Moon Curiosity 35L Water Resistant 15.6"" Laptop Bag for Men/Backpack for Men, Black | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Slim Durable Backpack","['SPACIOUS & MULTI UTILITY: The backpack for men has capacity of 35 litres, which means it is triple times the normal requirement of a backpack. This laptop bag for men comes with a convenient LAPTOP SLEEVE inside the main compartment. The office bag for men / office bag for women has got several straps, buckles, and pockets that make it suitable for adjusting a lot of travel stuff. This college bags for men will facilitate you in all your sports, camping and hiking trips.', 'COMFORT WITH QUALITY: This laptop bag for men has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. The backpack for men is stitched properly and has Bartacks on every pressure point for extra durability. The office bag for men / College Bags for men is made with strong yet light weight polyester fabric with heavy zippers. The office bag for women also comes with a Rain cover so that you can travel during rainy season without any problem.', 'SMART & TRENDY LOOKS: This college bags for boys is smart, trendy and stylish in looks. The multipurpose laptop bag for men looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite.', 'ENDURING & LONG LASTING: This laptop bag for men / backpack for men is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself.', 'OTHER FEATURES OF BACKPACK FOR MEN: The Laptop backpacks for men / office bag for men has Rain Cover, 17 inch Laptop compartment, Internal Organiser (Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc""']"
https://www.amazon.in/TRUE-Emperor-Anti-Theft-backpack-charging/dp/B0BYB631NR/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1685151513&sprefix=ba%2Caps%2C283&sr=8-45,"TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower) ",Rs.649,3.6 out of 5 stars,35,TRUE HUMAN,B0BYB631NR,"TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)","['Care Instructions: Wipe with Dry Cloth', 'Care Instructions: Wipe with Dry Cloth', 'PREMIUM MATERIAL: Made from high quality, Premium quality smooth zippers, pullers, buckles.', 'Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different laptop brands.', 'USB FEATURE : External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices.']"
https://www.amazon.in/Nivia-5183-Polyester-Duffle-Medium/dp/B071KNXQ7Y/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1685151513&sprefix=ba%2Caps%2C283&sr=8-46,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit ,Rs.409,4.2 out of 5 stars,"3,292",Nivia,B071KNXQ7Y,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit,"['Highly water-resistant finish to save inner items from water splashes', 'Adjustable shoulder strap', 'Top grab handle', 'Optimum quality of accessories and zipper for smoother functioning and high durability', 'Durable zippers and enhanced by strong stitching at major stress points provide long-lasting durability against daily activities']"
https://www.amazon.in/Gear-Colorado-Orange-Laptop-Backpack/dp/B097K6KD7W/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1685151513&sprefix=ba%2Caps%2C283&sr=8-47,F Gear Colorado Grey Orange 39 Ltrs Laptop Backpack (3814) ,Rs.728,4.3 out of 5 stars,158,F Gear,B097K6KD7W,F Gear Colorado Grey Orange 39 Ltrs Laptop Backpack (3814),"['2-main zippered compartment, one inside sleeve for laptop, a front pocket with an organizer.', 'One zippered front pocket, one mesh zippered pocket & two mesh pockets on both sides.', 'Thick padding anti-sweat breathable air mesh & adjustable padded shoulder straps.', 'World’s best Japanese brand YKK zippers and sliders.', 'Comes with the F Gear promise of quality and durability.']"
https://www.amazon.in/F-Gear-Luxur-Brown-Backpack/dp/B01F7AX9ZA/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1685151513&sprefix=ba%2Caps%2C283&sr=8-48,F Gear Luxur Brown 25 liter Laptop Backpack (2404) ,Rs.980,4.4 out of 5 stars,"16,736",F Gear,B01F7AX9ZA,F Gear Luxur Brown 25 liter Laptop Backpack (2404),"['Capacity: 25 liters, Weight: 800 grams, Dimensions: 31 x 18 x 44 cm (L x W x H)']"
https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH1901/dp/B07G4F3758/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1685151513&sprefix=ba%2Caps%2C283&sr=8-49,Gear Vintage2 Anti Theft Faux Leather 18 cms Tan Laptop Backpack ,Rs.836,4.3 out of 5 stars,"1,555",Gear,B07G4F3758,Gear Vintage2 Anti Theft Faux Leather 18 cms Tan Laptop Backpack,"['Outer material: synthetic, color: Tan', 'Waterproof, Capacity: 27 liters; Weight: 600 grams; Dimensions: 48 cms x 33 cms x 18 cms (LxWxH)', 'Number of compartments: 2; Laptop compatibility: yes, laptop size: 16strap type: adjustable', 'Warranty type: Manufacturer; one year warranty against all manufacturing defects, workmanship, assistance during time of claim of warranty', 'Closure Type: Zipper; Special Features: Back Padding; Age Range Description: Adult; Pocket Description: Utility Pocket', 'Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .', 'Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .']"
https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1685151513&sprefix=ba%2Caps%2C283&sr=8-50,ADISA Light Weight Laptop Backpack 32 Ltrs ,Rs.499,4.0 out of 5 stars,"5,863",ADISA,B07F3X45WZ,ADISA Light Weight Laptop Backpack 32 Ltrs,"['Adjustable Shoulder Handles / Two Bottle holders / Padded Handle / Reflector Logo', 'Dimensions : LxWxH- 31 x 18 x 47 cms', 'Laptop : 15.6 inches and below (Bigger than 15.6 not recommended)', 'No. of Compartments : 3 with full padding', 'NOT INCLUDED : NO RAIN COVER, Laptop, Headphones & Cable (Images only for display)']"
https://www.amazon.in/Boldfit-Travel-Accessories-Purse-Mobile/dp/B0BJZQ3ZR9/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1685151513&sprefix=ba%2Caps%2C283&sr=8-51,Boldfit Waist Bag for Men Travel Bag for Men Chest Bag for Men Travel Fanny Pack for Men Waist Bag for Women Side Bag for Men Travel Accessories/Pouch/Hand Purse. Mobile Bag/Money Bag - Black ,Rs.299,4.4 out of 5 stars,628,Boldfit,B0BJZQ3ZR9,Boldfit Waist Bag for Men Travel Bag for Men Chest Bag for Men Travel Fanny Pack for Men Waist Bag for Women Side Bag for Men Travel Accessories/Pouch/Hand Purse. Mobile Bag/Money Bag - Black,"['CHEST BAG FOR MEN: Best Gifts for Women Men, Enjoy Various Activities and Festival Hands-Free. The Fanny Pack for women is perfect for most people carry the most needed items, include phone, passport, keys, ID and other small items.', 'LARGE CAPACITY & CONVENIENT: Our travel fanny packs is well constructed with 3 separate pockets, ideal to organize your essentials separately.', 'MUTI-FUNCTIONAL: Our waist pouch for men is lightweight comfortable waist bag perfect for shopping, travelling, festivals, at theme parks, Great for jogging, dog walking, cycling, hiking and other outdoor activities.', 'DURABLE MATERIAL: Waist bag for men made of best fabric, the fanny pack for men is sturdy and long-lasting usage. Our chest bag for women have smooth zippers ensure users to have quick access to the items.', 'ADJUSTABLE STRAP: Adjustable nylon strap fits for all waist size, making the bum bag ideal for men, women and teenagers. can be carried like a pouch bag for men, crossbody bag, shoulder bag or a small sling chest bag.']"
https://www.amazon.in/Zipline-Nexa-Resistant-Bagpack-Backpack/dp/B08WQ668WJ/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1685151513&sprefix=ba%2Caps%2C283&sr=8-52,Zipline Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag ,Rs.843,3.7 out of 5 stars,829,Zipline,B08WQ668WJ,Zipline Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag,"['A super-slim backpack for men design, trendy looks and durable construction - this stylish 36 L backpack from ZIPLINE has got everything that will complement your youthful personality.This college bag has spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design of this school bag for boys are crafted from polyester, this medium school bag is sturdy enough to withstand regular wear and tear gracefully.', 'Zipline laptop bag for men features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this school bag for boys can be easily adjusted according to your liking. Spacious backpack is featuring with four pockets and three main compartments all with speciality zippers, this office bag for men offers you enough space to carry your books, files, travel accessories, stationery, keys and mobile accessories. It comes with the ZIPLINE promise of quality.', ""The lighter your college Bag, the more you’ll enjoy hiking. With this in mind, we've ensured that the Zipline college bag weighs very light, and does not add extra weight to your back."", 'The Zipline school bag has been provided with a bouncy mesh that prevents sweatiness by allowing air flow. The padded back panel of this school bag and shoulder straps helps make carrying heavier loads easier and more comfortable.', 'Highly Durable and Water Resistant fabric have been used in this school bag for boys']"
